date,price,log_return
2025-06-07,2.163852346114403,0.031374539876936176
2025-06-08,2.1779065492597427,0.006473990182904463
2025-06-09,2.2629632981656744,0.038311031384510696
2025-06-10,2.321075765224377,0.025355621814612615
2025-06-11,2.305016386019404,-0.0069429847879353326
2025-06-12,2.2701428874939213,-0.015245009780613918
2025-06-13,2.1954298391805,-0.0334649216833076
2025-06-14,2.148866270593598,-0.021437466804934427
2025-06-15,2.141891800480294,-0.003250929621420934
2025-06-16,2.166318490313782,0.011339721106921977
2025-06-17,2.255537416572947,0.040359088223597614
2025-06-18,2.1632317759396993,-0.0417849706858566
2025-06-19,2.1686830671349613,0.002516805740764331
2025-06-20,2.166239439916603,-0.0011274146069356011
2025-06-21,2.1201128146436803,-0.02152338549103797
2025-06-22,2.044379922195215,-0.036374774737767464
